,año,sem,codigo,vales,zapatos,otras,fonac,alim,infon,falt,enf,ries,ISPT,ISPTA,IMSS,subs
21,2019,1,6210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88,30.21
22,2019,1,6213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.77,0.0,25.36,0.0
23,2019,1,7812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,38.26
24,2019,1,849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.88,0.0,28.63,0.0
25,2019,1,7536,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,18.06,50.19
26,2019,1,7430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.31,0.0,69.76,0.0
27,2019,1,5181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,38.26
28,2019,1,7655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,33.95
29,2019,1,7057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.1,0.0,23.94,0.0
30,2019,1,5558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.37,0.0,30.74,0.0
31,2019,1,4746,1.0,0.0,0.0,0.0,0.0,337.44,0.0,0.0,0.0,45.57,0.0,34.99,0.0
32,2019,1,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,8.72
33,2019,1,7407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37,0.0,29.01,0.0
34,2019,1,7828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,9.18
35,2019,1,7773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,33.95
36,2019,1,7839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.96,0.0,53.71,0.0
37,2019,1,1424,1.0,0.0,250.0,0.0,0.0,457.22,0.0,0.0,0.0,319.52,0.0,96.37,0.0
38,2019,1,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,152.32,0.0,48.39,0.0
39,2019,1,7742,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,17.74,50.19
40,2019,1,6461,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67,8.37
41,2019,1,6765,1.0,0.0,0.0,0.0,0.0,0.0,146.75,0.0,0.0,0.0,0.0,31.74,8.6
42,2019,1,7694,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.77,35.04
43,2019,1,7752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.28,71.69
45,2019,1,6657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2019,1,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,0.0,29.0,0.0
47,2019,1,5644,1.0,0.0,0.0,0.0,0.0,331.25,0.0,0.0,0.0,0.0,0.0,29.88,6.75
48,2019,1,6638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,38.26
49,2019,1,7800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,38.9
50,2019,1,6690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,33.13
51,2019,1,7168,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,25.75,48.29
52,2019,1,4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,21.92
53,2019,1,7786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.19,38.9
54,2019,1,4314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.39,0.0,60.16,0.0
55,2019,1,7632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.13,38.26
56,2019,1,6504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83,38.26
57,2019,1,7801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,31.67
58,2019,1,7604,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.15,48.29
59,2019,1,7061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,30.29,0.0
60,2019,1,7805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,0.0,29.75,0.0
61,2019,1,7633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99,38.9
62,2019,1,7428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15,31.67
63,2019,1,2897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86,38.9
64,2019,1,7558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.03,38.26
65,2019,1,6360,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.14,48.29
66,2019,1,7614,1.0,0.0,0.0,0.0,0.0,0.0,171.38,0.0,0.0,0.0,0.0,26.89,27.85
67,2019,1,3318,1.0,0.0,0.0,0.0,0.0,500.52,0.0,0.0,0.0,306.57,0.0,60.38,0.0
68,2019,1,7706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,38.9
69,2019,1,7804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.04,0.0,39.55,0.0
70,2019,1,5139,1.0,0.0,0.0,0.0,0.0,759.2,0.0,0.0,0.0,270.04,0.0,84.29,0.0
71,2019,1,6083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.84,1.77
72,2019,1,6766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31,9.11
73,2019,1,4137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.8,0.0,137.6,0.0
74,2019,1,7542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,30.02
75,2019,1,7756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59,38.26
76,2019,1,7759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2019,1,3780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,0.0,37.18,0.0
78,2019,1,6205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,20.88
79,2019,1,5027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,34.61,0.0
80,2019,1,7791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37,36.61
81,2019,1,7818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.77,0.0,24.46,0.0
82,2019,1,7815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.81,38.9
83,2019,1,7838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19,29.13
84,2019,1,6839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,35.79
85,2019,1,5646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.98,31.67
86,2019,1,7750,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.54,71.69
87,2019,1,7708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.39,31.67
89,2019,1,7833,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,13.52,39.93
90,2019,1,5679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,35.62,0.0
91,2019,1,7530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35,38.26
92,2019,1,6028,1.0,0.0,0.0,0.0,0.0,399.3,0.0,0.0,0.0,22.97,0.0,34.39,0.0
93,2019,1,6565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,38.26
94,2019,1,7731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,33.95
95,2019,1,7753,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,12.1,0.0,26.9,0.0
96,2019,1,3676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.35,0.0,35.79,0.0
97,2019,1,3221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39,0.0,33.33,0.0
98,2019,1,7741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,38.9
99,2019,1,7779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,27.37,0.0
100,2019,1,7269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,38.26
101,2019,1,2522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19,37.85
102,2019,1,236,1.0,0.0,0.0,0.0,0.0,523.01,0.0,0.0,0.0,172.01,0.0,68.68,0.0
103,2019,1,7080,1.0,0.0,0.0,0.0,0.0,0.0,146.75,0.0,0.0,0.0,0.0,35.71,5.58
104,2019,1,5965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,0.0,31.39,0.0
105,2019,1,5447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.77,0.0,26.9,0.0
106,2019,1,7723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2019,1,6685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26,4.4
108,2019,1,5549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,37.44
109,2019,1,854,1.0,0.0,0.0,0.0,0.0,326.19,0.0,0.0,0.0,59.69,0.0,38.44,0.0
110,2019,1,7295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.94,30.02
111,2019,1,6832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,38.26
112,2019,1,4807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.35,0.0,161.3,0.0
113,2019,1,6821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.56,9.11
114,2019,1,3169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.48,38.26
115,2019,1,4514,1.0,0.0,0.0,0.0,0.0,550.29,0.0,0.0,0.0,29.73,0.0,53.47,0.0
116,2019,1,7814,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,20.88,43.93
117,2019,1,7104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.0,27.29,0.0
118,2019,1,7754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,31.67
119,2019,1,7717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.23,0.0,33.88,0.0
120,2019,1,6014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,3.52
121,2019,1,7775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97,33.95
122,2019,1,7783,0.0,0.0,0.0,0.0,0.0,0.0,143.23,0.0,0.0,24.62,0.0,32.0,0.0
123,2019,1,7551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,30.29,0.0
124,2019,1,7715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,38.26
125,2019,1,3827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.68,32.59
126,2019,1,5412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,38.9
127,2019,1,4504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.62,0.0,57.11,0.0
128,2019,1,7395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.32,0.0,26.4,0.0
129,2019,1,214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.35,0.0,161.69,0.0
130,2019,1,6321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12,34.24
131,2019,1,5232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.77,0.0,33.46,0.0
133,2019,1,4958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83,30.02
134,2019,1,3979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.97,0.0,152.85,0.0
135,2019,1,442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,0.0,38.94,0.0
136,2019,1,7699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,38.26
137,2019,1,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2019,1,7719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,30.02
139,2019,1,7841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,21.47
140,2019,1,7421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04,0.0,25.43,0.0
141,2019,1,7776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,38.9
142,2019,1,7823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,34.14
143,2019,1,7298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,48.33,0.0
144,2019,1,7758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.01,38.26
145,2019,1,5396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.39,38.26
146,2019,1,5704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,37.09,0.0
147,2019,1,7503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08,32.33
148,2019,1,7588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,31.67
149,2019,1,7821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,9.28
150,2019,1,5588,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,31.67
151,2019,1,6203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,4.12
152,2019,1,6582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,33.95
153,2019,1,7392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.19
154,2019,1,7226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.27,9.28
155,2019,1,7664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,31.67
156,2019,1,7766,1.0,0.0,0.0,0.0,0.0,357.28,0.0,0.0,0.0,0.0,0.0,20.31,38.9
157,2019,1,3326,1.0,0.0,0.0,0.0,0.0,352.72,0.0,0.0,0.0,57.36,0.0,43.82,0.0
158,2019,1,449,1.0,0.0,250.0,0.0,0.0,386.21,0.0,0.0,0.0,166.48,0.0,34.8,0.0
159,2019,1,6934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.84,0.0,84.5,0.0
160,2019,1,7770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.24,30.56
161,2019,1,7137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,35.89,0.0
162,2019,1,6682,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,17.7,50.19
163,2019,1,1269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,38.9
164,2019,1,6006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,38.9
165,2019,1,1419,1.0,0.0,0.0,0.0,0.0,268.68,0.0,0.0,0.0,71.9,0.0,51.65,0.0
166,2019,1,3525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29,0.0,32.09,0.0
167,2019,1,6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,18.57
168,2019,1,4775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,33.95
169,2019,1,7528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,9.18
170,2019,1,4832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.97,34.14
171,2019,1,7836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.24,0.0,20.04,0.0
172,2019,1,7824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34,34.96
173,2019,1,3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.44,0.0,73.39,0.0
174,2019,1,2112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,30.84
175,2019,1,624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.92,0.0,60.78,0.0
177,2019,1,6877,1.0,0.0,200.0,194.15,0.0,0.0,0.0,0.0,0.0,194.15,0.0,27.81,0.0
178,2019,1,4385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,0.0,31.46,0.0
179,2019,1,7378,1.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,0.0,16.79,46.47
180,2019,1,366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.08,0.0,105.7,0.0
181,2019,1,7755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43,32.31
182,2019,1,6206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,0.0,31.28,0.0
183,2019,1,4366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61,20.16
184,2019,1,7618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,38.26
187,2019,2,7840,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.34,0.0,49.55,0.0
188,2019,2,7505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,23.6
189,2019,2,6600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07,24.07
190,2019,2,7685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,38.27
191,2019,2,7331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,38.27
192,2019,2,5933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01,38.26
193,2019,2,7170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,38.26
194,2019,2,7774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2019,2,5201,1.0,0.0,0.0,0.0,0.0,312.81,0.0,0.0,0.0,98.69,0.0,36.2,0.0
196,2019,2,3890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.37,0.0,54.71,0.0
197,2019,2,7834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.59,29.39
198,2019,2,7851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,24.04
199,2019,2,3652,1.0,0.0,0.0,0.0,0.0,380.99,0.0,0.0,0.0,194.96,0.0,51.13,0.0
200,2019,2,1123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,48.57,0.0
201,2019,2,4044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,33.04,0.0
202,2019,2,7593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.65,38.26
203,2019,2,7259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,38.91
204,2019,2,7312,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,20.72,34.33
205,2019,2,7338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,29.14
206,2019,2,5677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.57,1.82
207,2019,2,7737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82,34.14
208,2019,2,6210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,0.0,27.88,0.0
209,2019,2,6213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.36,70.29
210,2019,2,7812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,35.79
211,2019,2,849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.63,15.44
212,2019,2,7536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,9.9
213,2019,2,7430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.69,0.0,69.76,0.0
214,2019,2,5181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,38.27
215,2019,2,7655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.8,0.0,0.0,9.66,56.39
216,2019,2,7057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,98.59
217,2019,2,5558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.74,69.72
218,2019,2,4746,1.0,0.0,0.0,0.0,0.0,289.23,175.6,0.0,0.0,0.0,0.0,31.31,18.88
219,2019,2,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,8.72
220,2019,2,7407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.01,43.41
221,2019,2,7828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,30.12
222,2019,2,7773,1.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,0.0,16.59,32.7
223,2019,2,7839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.97,0.0,53.71,0.0
224,2019,2,1424,1.0,0.0,250.0,0.0,0.0,457.22,0.0,0.0,0.0,347.21,0.0,96.37,0.0
225,2019,2,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,152.33,0.0,48.39,0.0
226,2019,2,7742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82,45.48
227,2019,2,6461,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,30.67,0.0
228,2019,2,6765,1.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,35.47,0.0
229,2019,2,7694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,38.46
231,2019,2,6657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
